Country,Region,Gender,Ageyears,Handed,Height,Foot_Length,Arm_Span,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_enery,Importance_owning_computer,Importance_Internet_access,
"UK","North East","F","11","L","154","21","151","1","Walk","15","0.76","45","Netball","710","734","630","717","263","355",
"UK","East Midlands","F","14","R","156","18","161","1","Walk","3","0.34","36","Hockey (Field)","1000","677","807","1000","264","363",
"UK","London","F","14","R","140","23","91","2","Walk","15","0.4","35","Cricket","1000","1000","806","871","1000","1000",
"UK","South","F","15","R","161","23","154","2","Walk","5","0.85","35","Athletics","500","500","500","613","677","839",
"UK","East Midlands","M","14","R","160","24","164","2","Bus","7","0.37","41","Swimming","995","1000","1000","1000","690","751",
"UK","North East","F","12","R","155","21","143","3","Bus","40","0.51","28","Gymnastics","990","1000","1000","924","996","1000",
"UK","East Midlands","M","15","R","189","30","196","1","Cycle","20","0.79","23","Football/Soccer","918","923","910","932","1000","1000",
"UK","North West","M","13","R","179","27","176","1","Bus","35","1.67","32","Football/Soccer","826","680","1000","1000","1000","1000",
"UK","South","M","14","R","152","22","149","2","Walk","22","0.32","34","Tennis","1000","0","0","1000","0","0",
"UK","Home Counties","M","11","R","153","24","153","2","Walk","4","0.34","51","Dancing","866","941","790","796","565","548",
"UK","South West","M","15","L","181","19","190","1","Walk","20","0","41","Football/Soccer","696","974","937","949","186","352",
"UK","East Midlands","F","12","R","144","22","139","2","Walk","10","1.26","41","Dancing","354","500","633","623","500","500",
"UK","South","F","12","L","162","23","153","2","Car","6","0.6","135","Dancing","776","588","602","749","625","611",
"UK","North West","F","14","B","165","35","165","5","Car","35","0.61","43","Skateboarding/Rollerblading","500","500","500","500","500","500",
"UK","East Midlands","M","12","R","160","26","154","1","Walk","5","0.28","45","Football/Soccer","409","863","290","748","998","1000",
"UK","Home Counties","M","12","R","153","27","92","3","Bus","25","0.28","31","Tennis","1000","1000","1000","1000","1000","0",
"UK","South","F","12","R","152","22","152","3","Bus","10","0.25","30","Tennis","1000","1000","1000","1000","0","0",
"UK","North West","M","14","R","160","28","111","1","Car","5","0.57","52","Athletics","500","500","500","500","500","500",
"UK","West Midlands","F","14","R","156","22","161","2","Bus","15","0.43","42","Dancing","500","500","500","500","500","500",
"UK","East Midlands","F","12","R","156","12","149","2","Walk","15","1.04","57","Swimming","591","893","772","734","849","857",
"UK","North West","M","17","R","181","30","188","1","Car","5","0.43","41","Other activities/sports","896","885","503","736","758","761",
"UK","England","F","12","B","155","29","100","2","Bus","45","0.55","59","Martial Arts","500","500","500","500","500","500",
"UK","South","F","12","R","162","28","170","1","Cycle","30","0.4","39","Other activities/sports","0","0","0","0","0","0",
"UK","East Midlands","M","14","R","179","24","170","2","Bus","15","0.37","31","Football/Soccer","924","610","964","798","867","915",
"UK","South West","F","12","R","150","22","146","1","Car","15","0","44","Other activities/sports","1000","1000","0","1000","1000","1000",
"UK","North West","M","11","L","148","28","142","1","Bus","45","0.79","43","Football/Soccer","0","0","0","0","999","1000",
"UK","Home Counties","F","12","R","150","22","150","2","Car","30","0.4","40","Athletics","776","785","913","859","622","633",
"UK","East Midlands","M","15","R","184","29","178","1","Cycle","30","0.93","35","Table Tennis","570","644","280","409","631","570",
"UK","South West","F","13","R","167","25","167","3","Car","3","0.49","45","Athletics","806","677","677","710","613","677",
"UK","South West","F","13","R","159","24","151","2","Bus","40","0.28","49","Netball","0","500","500","500","500","500",
"UK","South","M","11","R","154","25","125","1","Walk","10","0","43","Football/Soccer","694","830","743","642","1000","997",
"UK","South West","M","13","R","175","26","171","1","Bus","30","0.37","43","Walking/Hiking","1000","677","1000","1000","0","0",
"UK","North West","F","13","B","156","21","150","2","Walk","5","0.4","41","Hockey (Field)","837","365","308","802","1000","1000",
"UK","East Midlands","F","14","R","172","25","159","1","Walk","5","0.59","78","Tennis","885","889","666","579","148","245",
"UK","North West","M","14","R","177","30","177","1","Walk","45","0.32","52","Football/Soccer","528","735","245","131","530","728",
"UK","South","M","13","R","167","28","165","1","Cycle","27","0.34","46","Football/Soccer","933","644","610","794","183","294",
"UK","South West","F","15","R","158","27","158","1","Walk","5","1.32","102","Tennis","702","911","779","879","1000","998",
"UK","West Midlands","F","11","R","146","22","144","1","Car","15","1.93","95","Basketball","638","846","698","383","553","1000",
"UK","East","M","15","R","190","25","191","1","Walk","10","0.42","33","Football/Soccer","500","500","500","500","500","500",
"UK","North West","M","13","R","157","28","152","1","Cycle","10","0.46","39","Cycling","1000","1000","0","0","97","0",
"UK","Northern Ireland","F","11","R","145","23","144","1","Bus","20","0.73","37","Dancing","785","963","824","528","278","140",
"UK","South West","F","13","R","150","22","157","1","Bus","25","1.64","46","Football/Soccer","1000","839","839","1000","0","0",
"UK","South","F","11","R","150","22","151","1","Rail","30","0.37","38","Other activities/sports","0","0","0","0","1000","1000",
"UK","East Midlands","M","14","R","168","27","174","1","Bus","30","0.28","29","Football/Soccer","161","161","129","194","258","97",
"UK","South West","M","12","R","164","24","164","1","Bus","25","0.29","29","Tennis","161","65","290","129","645","742",
"UK","West Midlands","M","12","R","150","26","150","1","Bus","15","0.25","62","Football/Soccer","758","757","801","812","72","112",
"UK","North West","M","11","R","154","23","150","2","Car","10","0.36","43","Rugby Union","785","791","265","322","70","54",
"UK","East","F","13","R","156","22","149","2","Bus","20","0.29","67","Dancing","295","668","428","1000","13","637",
"UK","East Midlands","F","14","R","164","23","164","2","Bus","15","0.53","33","Gymnastics","0","126","226","288","353","387",
"UK","West Midlands","M","11","R","141","23","142","1","Bus","20","0.37","49","Golf","500","500","500","500","500","500",
"UK","North West","F","14","R","170","21","162","3","Walk","35","0.32","26","Other activities/sports","484","0","355","613","1000","1000",
"UK","West Midlands","F","12","R","142","23","120","1","Car","5","0.37","51","Netball","526","374","530","509","651","579",
"UK","Home Counties","M","15","R","174","30","174","1","Walk","15","0.28","47","Swimming","264","238","316","588","678","713",
"UK","Home Counties","M","16","R","182","27","180","1","Car","10","0.32","15","Skateboarding/Rollerblading","0","0","0","772","1000","1000",
"UK","North West","M","14","R","165","25","178","2","Walk","6","0.14","44","Football/Soccer","799","711","1000","1000","638","396",
"UK","Home Counties","F","13","R","167","27","166","3","Car","20","0.46","40","Netball","537","457","637","690","1000","1000",
"UK","East","F","13","R","182","28","170","2","Walk","10","0.49","26","Football/Soccer","765","725","671","698","649","744",
"UK","East","F","13","R","159","23","157","3","Bus","50","0.37","43","Netball","888","1000","696","557","405","531",
"UK","Home Counties","F","11","R","157","24","150","1","Bus","15","0.51","41","Football/Soccer","1000","1000","1000","1000","1000","1000",
"UK","West Midlands","F","14","R","170","25","140","1","Car","3","0.54","38","None","668","977","267","386","875","696",
"UK","South East","F","15","R","163","24","165","1","Car","15","0.9","40","Netball","796","500","500","235","732","761",
"UK","North West","M","13","R","155","22","145","1","Car","6","0","54","Football/Soccer","114","233","331","559","550","736",
"UK","London","F","13","R","167","21","160","2","Walk","4","0.42","46","Swimming","803","673","676","301","1000","1000",
"UK","South","F","13","R","158","23","168","1","Other","20","0.39","33","Athletics","739","1000","696","672","1000","1000",
"UK","West Midlands","F","12","R","158","24","167","1","Walk","15","0","48","Dancing","564","851","585","737","340","500",
"UK","South East","F","13","R","160","23","171","3","Walk","15","0.43","29","Swimming","645","0","1000","1000","0","0",
"UK","North Wales","F","13","R","167","23","163","1","Walk","20","0.39","49","Other activities/sports","655","523","371","378","329","338",
"UK","South East","M","14","R","173","31","167","4","Cycle","17","0.25","29","Other activities/sports","837","597","662","441","864","922",
"UK","Home Counties","M","13","R","174","29","172","1","Walk","30","0.32","47","Other activities/sports","500","500","500","500","500","500",
"UK","South West","M","11","L","146","26","146","1","Car","10","0.36","52","Other activities/sports","323","484","645","500","1000","1000",
"UK","North West","F","14","R","152","25","152","2","Car","20","0.39","26","Dancing","354","347","331","604","801","1000",
"UK","North West","F","13","R","153","21","153","1","Bus","15","0.56","61","Dancing","772","689","751","786","508","500",
"UK","South Wales","M","12","R","143","26","140","2","Car","30","0.48","62","Football/Soccer","804","614","611","685","505","530",
"UK","South","M","13","R","163","26","158","1","Bus","37","0.4","45","Other activities/sports","875","858","609","765","525","394",
"UK","London","M","16","L","181","29","186","3","Walk","15","0.76","94","Basketball","971","1000","1000","790","861","843",
"UK","East Midlands","F","15","R","175","27","182","3","Walk","20","0.32","28","Basketball","669","734","729","727","812","676",
"UK","North West","M","14","R","169","23","160","1","Walk","5","0.57","45","Other activities/sports","1000","1000","1000","1000","0","0",
"UK","North West","M","13","R","166","25","98","2","Walk","30","0.39","28","Tennis","773","768","864","815","1000","1000",
"UK","Home Counties","M","12","R","152","19","147","3","Walk","20","0.31","46","Football/Soccer","716","291","689","579","1000","933",
"UK","South","M","11","R","155","23","155","2","Walk","30","0.42","44","Rowing","1000","1000","979","973","84","78",
"UK","North East","F","12","L","159","24","159","3","Walk","7","0.33","41","Swimming","635","623","561","601","659","661",
"UK","Home Counties","F","12","R","170","30","161","1","Bus","50","0.32","47","Cricket","690","777","596","654","188","623",
"UK","North West","F","13","R","161","25","151","2","Walk","15","0.29","31","Basketball","0","0","1000","809","0","0",
"UK","South West","M","13","R","170","28","165","1","Bus","25","0.32","34","Rugby League","0","0","0","0","0","0",
"UK","North East","M","12","L","150","23","93","2","Car","50","0.35","47","Football/Soccer","1000","999","1000","1000","1000","1000",
"UK","South West","F","11","L","162","25","170","2","Bus","25","0.32","32","Dancing","0","0","1000","1000","419","742",
"UK","South","F","13","R","168","24","175","1","Bus","35","0.39","32","Other activities/sports","482","416","635","623","930","831",
"UK","North West","M","14","R","194","29","180","2","Car","10","0.31","58","Rugby Union","859","696","302","859","327","242",
"UK","South","M","12","R","144","21","141","2","Bus","10","0.28","41","Football/Soccer","581","500","1000","500","1000","1000",
"UK","South East","F","14","L","150","25","144","3","Bus","30","0","86","Martial Arts","779","785","788","769","500","581",
"UK","South","F","13","R","165","23","159","2","Bus","35","0.34","29","Basketball","884","818","845","872","307","412",
"UK","North West","M","13","R","157","15","90","2","Walk","40","0.32","40","Football/Soccer","284","0","0","0","500","500",
"UK","Home Counties","F","14","R","158","22","155","1","Car","10","0.42","49","Dancing","739","593","648","645","849","750",
"UK","South","F","13","R","155","24","154","2","Walk","10","0.42","43","Dancing","773","472","563","574","657","773",
"UK","South","F","14","R","165","25","124","1","Car","10","0.5","45","Football/Soccer","217","215","324","371","773","812",
"UK","South East","F","15","R","156","23","158","2","Walk","2","0.31","29","Hockey (Field)","839","258","500","484","158","97",
"UK","East","M","15","R","183","28","184","1","Walk","37","0.39","33","Rugby Union","484","1000","1000","500","0","0",
"UK","North West","M","14","R","162","24","160","2","Bus","15","0.39","39","Football/Soccer","340","427","398","720","1000","1000",
"UK","North East","M","12","R","165","28","164","1","Bus","20","0.29","43","Cricket","0","0","0","0","997","1000",
"UK","South West","M","12","R","146","23","150","1","Bus","40","0.28","46","Football/Soccer","0","500","742","500","1000","1000",
"UK","North West","F","13","R","161","21","164","3","Walk","5","0.77","37","Swimming","876","881","895","1000","857","899",
"UK","South","M","14","R","157","23","157","1","Car","3","0.22","39","Other activities/sports","1000","1000","1000","0","0","0",
"UK","North West","F","13","R","160","21","160","2","Walk","30","0.5","28","Swimming","0","0","0","0","1000","226",
"UK","Home Counties","M","12","R","147","26","146","1","Bus","40","0.37","65","Athletics","1000","1000","1000","1000","1000","1000",
"UK","South West","F","12","R","163","26","138","1","Bus","15","0.56","48","Bowling","613","708","710","839","0","0",
"UK","West Midlands","M","13","R","163","25","163","2","Bus","20","0.36","34","Football/Soccer","582","500","772","796","1000","1000",
"UK","West Midlands","M","15","R","168","28","162","1","Walk","15","0.66","103","Other activities/sports","682","691","707","720","617","664",
"UK","South East","M","14","R","170","27","171","2","Car","12","0.31","65","Football/Soccer","541","333","638","617","839","867",
"UK","Home Counties","M","13","R","175","28","100","2","Cycle","6","0.35","62","Cycling","490","503","500","516","772","780",
"UK","South West","M","15","R","176","25","177","2","Cycle","30","0.46","39","Cycling","500","500","29","4","913","904",
"UK","South","F","11","R","157","24","154","4","Car","25","0.37","29","Athletics","856","162","57","456","1000","1000",
"UK","South","M","13","R","156","26","162","5","Bus","17","0","41","Tennis","725","967","90","884","654","1000",
"UK","East Midlands","M","15","B","180","33","179","2","Board","16","0.26","37","Athletics","1000","876","1000","1000","1000","1000",
"UK","West Midlands","F","13","R","162","24","163","2","Walk","20","0.4","31","Netball","1000","1000","816","819","300","309",
"UK","West Midlands","F","12","L","160","24","160","1","Walk","10","0.42","32","Netball","1000","0","1000","1000","1000","1000",
"UK","South","F","13","R","166","24","169","1","Walk","15","0.48","42","Other activities/sports","593","391","541","626","293","336",
"UK","North West","F","14","R","158","24","161","3","Car","8","0.96","40","Swimming","673","666","723","753","1000","1000",
"UK","South","F","13","R","170","23","165","1","Walk","10","0.34","44","Other activities/sports","513","734","714","702","452","500",
"UK","Northern Ireland","F","11","R","157","27","148","1","Walk","15","0.57","49","Swimming","990","967","960","994","988","979",
"UK","North West","F","14","R","166","24","156","3","Bus","45","0.34","33","Cricket","251","584","183","537","1000","1000",
"UK","South West","F","14","R","161","23","158","1","Walk","10","0.37","53","Running/Jogging","1000","0","1000","1000","1000","1000",
"UK","West Midlands","M","12","R","153","27","152","1","Walk","20","0.9","61","Football/Soccer","770","680","579","859","311","309",
"UK","South West","F","14","R","166","24","158","2","Walk","20","0.39","29","Swimming","710","1000","1000","1000","1000","1000",
"UK","Home Counties","F","14","R","172","23","172","1","Car","10","0.31","37","Dancing","943","694","721","738","859","743",
"UK","London","F","12","L","160","26","90","1","Walk","35","1.25","45","Football/Soccer","643","689","654","628","447","459",
"UK","South","M","13","R","161","20","165","1","Cycle","10","0","38","Other activities/sports","1000","1000","1000","1000","1000","1000",
"UK","North West","M","14","R","155","26","155","2","Bus","15","0.43","50","Football/Soccer","603","600","500","684","761","782",
"UK","Home Counties","M","13","R","166","28","167","3","Car","25","0.39","43","Football/Soccer","1000","758","754","743","1000","1000",
"UK","North West","F","14","R","162","24","162","1","Walk","7","0.31","52","Athletics","801","794","877","483","655","817",
"UK","East Midlands","M","12","L","158","29","148","1","Walk","10","0.64","30","Cricket","508","617","443","522","748","607",
"UK","West Midlands","M","13","R","168","27","165","1","Bus","30","0.37","30","Table Tennis","96","123","318","414","500","365",
"UK","North West","M","11","R","145","24","151","1","Walk","5","0.43","62","Swimming","999","830","763","984","179","150",
"UK","Home Counties","M","13","R","160","26","154","1","Walk","15","0.25","36","Football/Soccer","614","1000","1000","998","287","289",
"UK","North West","F","14","L","145","24","130","2","Car","10","0","27","Dancing","500","500","436","378","676","973",
"UK","South West","M","14","L","179","26","176","1","Bus","45","0.26","31","Tennis","1000","1000","903","65","0","258",
"UK","East Midlands","F","11","R","158","22","164","1","Walk","15","0.31","36","Dancing","754","616","606","709","604","716",
"UK","East","F","14","R","166","24","170","1","Walk","25","0.24","42","Netball","1000","1000","1000","1000","500","700",
"UK","West Midlands","F","12","R","159","27","160","2","Bus","40","0.44","63","Swimming","615","776","743","1000","532","345",
"UK","North East","M","15","B","150","24","150","1","Walk","20","0.31","121","Other activities/sports","544","638","273","620","573","752",
"UK","West Midlands","M","16","R","174","26","181","3","Bus","30","0.32","46","Rugby Union","500","500","500","500","500","500",
"UK","North West","M","14","L","169","27","165","1","Cycle","10","0.34","79","Football/Soccer","689","271","16","500","31","0",
"UK","america","M","16","R","180","30","187","1","Car","10","0.34","43","Skateboarding/Rollerblading","0","0","0","0","1000","994",
"UK","West Midlands","F","13","L","159","20","159","1","Walk","5","0.38","24","Dancing","614","582","500","500","908","877",
"UK","West Midlands","F","13","L","161","23","159","2","Bus","35","0.42","55","Other activities/sports","500","500","500","500","864","877",
"UK","East","F","13","R","155","24","149","4","Bus","50","0.29","33","Other activities/sports","730","254","755","770","623","623",
"UK","East Midlands","F","11","R","152","25","151","1","Walk","15","0","36","Football/Soccer","500","662","664","500","787","931",
"UK","South West","F","14","R","160","22","156","1","Walk","10","0.37","31","Football/Soccer","602","573","655","638","1000","1000",
"UK","Home Counties","M","12","R","150","22","148","2","Car","40","0.27","70","Football/Soccer","1000","0","0","188","1000","1000",
"UK","London","M","14","R","160","25","91","1","Bus","15","0.32","55","Athletics","1000","1000","742","1000","997","1000",
"UK","East","M","13","R","165","25","167","1","Car","35","0.29","46","Football/Soccer","424","589","477","500","725","660",
"UK","Home Counties","M","14","L","173","27","166","1","Walk","15","0.37","40","Basketball","628","687","677","673","306","614",
"UK","South","M","13","R","145","35","145","6","Bus","30","0.37","42","Other activities/sports","993","381","169","587","0","661",
"UK","Home Counties","F","14","B","158","23","158","1","Other","5","0.62","41","Football/Soccer","0","474","633","620","984","998",
"UK","East Midlands","F","14","R","160","23","157","3","Car","5","0.31","36","Dancing","727","635","609","752","264","577",
"UK","South","M","12","R","157","25","160","1","Bus","10","0.32","61","Rugby Union","376","680","709","770","365","479",
"UK","Home Counties","M","12","R","154","26","155","2","Bus","20","0.32","41","Tennis","1000","1000","1000","1000","356","538",
"UK","Home Counties","F","15","R","159","25","164","1","Car","10","0","61","Bowling","1000","1000","1000","1000","1000","1000",
"UK","North West","M","14","R","167","30","167","1","Car","15","0.32","26","Other activities/sports","646","610","540","530","520","510",
"UK","South West","F","11","R","148","22","143","1","Bus","30","0.59","41","Cycling","208","96","852","405","116","246",
"UK","South","M","15","L","179","20","189","1","Walk","10","0.33","38","Swimming","1000","500","500","500","1000","1000",
"UK","East Midlands","F","15","L","165","23","161","1","Walk","25","0.36","48","Tennis","564","609","559","500","554","515",
"UK","South","M","13","R","170","29","176","2","Bus","40","0.32","36","Cycling","871","516","419","710","0","0",
"UK","South","M","12","R","144","21","140","2","Cycle","30","0.34","46","Football/Soccer","823","402","666","776","597","600",
"UK","South","F","11","R","142","20","133","1","Walk","25","0.28","66","Dancing","699","711","510","608","604","574",
"UK","Home Counties","M","14","L","155","20","120","1","Rail","45","0.26","49","Football/Soccer","500","500","500","500","500","500",
"UK","Home Counties","M","17","R","162","25","172","2","Car","4","0.46","46","Football/Soccer","850","906","922","901","166","843",
"UK","Home Counties","F","15","R","176","25","170","1","Walk","20","0.29","34","Netball","500","500","452","500","1000","546",
"UK","East Midlands","F","14","R","152","23","153","1","Walk","5","0.88","85","Baseball/Softball","620","915","875","784","743","574",
"UK","East Midlands","M","13","R","163","26","168","1","Bus","15","0.48","56","Football/Soccer","671","680","644","694","841","1000",
"UK","East","F","13","R","158","23","164","1","Bus","25","0.29","42","Dancing","500","500","500","500","685","929",
"UK","East Midlands","M","13","R","150","23","150","2","Car","15","0.62","32","Other activities/sports","982","1000","995","1000","635","1000",
"UK","North West","F","13","R","160","22","160","2","Walk","2","0.42","32","Athletics","1000","0","516","742","1000","710",
"UK","West Midlands","F","14","R","155","25","160","1","Walk","10","0.4","49","Skateboarding/Rollerblading","770","796","564","530","724","702",
"UK","South West","F","12","R","158","25","164","2","Bus","15","0.76","44","Rugby Union","322","555","624","407","682","676",
"UK","North West","F","13","R","165","27","165","1","Car","15","0.37","47","Tennis","736","275","611","714","1000","998",
"UK","South","M","13","R","162","34","162","2","Walk","35","0.31","58","Football/Soccer","819","447","761","776","890","888",
"UK","North West","M","11","R","128","20","135","2","Car","15","0.43","62","Cycling","1000","850","875","1000","736","819",
"UK","London","F","15","R","107","26","165","2","Walk","45","0","47","Athletics","500","500","500","500","1000","500",
"UK","North West","F","14","R","161","21","163","1","Bus","30","0.37","44","Other activities/sports","572","559","581","583","676","678",
"UK","London","M","16","R","170","30","98","2","Cycle","10","0.5","61","Football/Soccer","1000","1000","1000","1000","500","1000",
"UK","North West","M","12","R","175","25","165","1","Walk","15","0.56","81","Table Tennis","913","714","707","638","0","0",
"UK","West Midlands","F","14","R","165","19","150","2","Bus","25","0.29","24","Dancing","582","570","322","304","1000","1000",
"UK","Home Counties","F","13","R","115","20","144","2","Walk","20","0.89","37","Dancing","957","957","1000","1000","1000","999",
"UK","East","F","13","L","158","24","159","3","Bus","20","0.26","30","Athletics","548","387","416","418","484","548",
"UK","Home Counties","F","12","R","153","22","155","1","Car","45","0","29","Football/Soccer","808","841","857","864","172","190",
"UK","North East","M","12","R","162","26","157","3","Walk","35","0.29","32","Football/Soccer","617","978","0","620","275","1000",
"UK","South West","F","13","R","155","23","162","1","Bus","45","0.29","33","Netball","387","129","355","226","0","0",
"UK","East","M","13","R","157","23","152","1","Bus","30","0.37","40","Hockey (Ice)","820","590","401","611","310","323",
"UK","North West","F","14","R","156","21","157","2","Car","10","0.34","31","Cycling","522","583","499","557","720","736",
"UK","West Midlands","M","14","R","180","25","180","3","Walk","10","0.43","62","Rugby Union","0","0","0","0","1000","1000",
"UK","South","F","12","L","156","24","154","2","Car","45","1.7","36","Other activities/sports","842","909","931","985","70","272",
"UK","Home Counties","F","13","R","125","12","91","3","Walk","30","0.54","41","Bowling","1000","0","0","0","0","0",
"UK","North West","F","13","L","110","26","110","1","Car","5","0.42","50","Football/Soccer","244","877","436","678","899","879",
"UK","Home Counties","F","12","R","142","23","140","1","Bus","20","0.45","25","Gymnastics","805","736","790","671","729","826",
"UK","South West","F","14","R","176","24","172","2","Car","10","0.33","37","Baseball/Softball","1000","500","500","500","1000","500",
"UK","North East","M","13","R","164","24","167","1","Walk","5","0.4","38","Swimming","340","340","336","327","678","685",
"UK","Home Counties","F","13","R","161","24","164","1","Car","15","0.5","72","Swimming","1000","1000","1000","1000","984","1000",
"UK","North West","F","15","R","162","23","160","1","Bus","25","0.29","30","Tennis","122","82","1000","0","1000","991",
"UK","North West","F","13","R","151","25","147","3","Bus","35","0.35","49","Table Tennis","1000","1000","1000","1000","1000","1000",
"UK","South East","F","12","R","170","25","163","2","Walk","20","0.42","55","Netball","776","692","626","619","233","289",
"UK","Home Counties","F","13","R","162","25","170","1","Bus","40","1.14","50","Dancing","500","579","689","702","1000","1000",
"UK","South West","M","13","R","156","27","152","1","Car","15","0","33","Basketball","347","376","324","615","1000","999",
"UK","East Midlands","F","12","R","164","22","172","3","Walk","15","0","108","Dancing","1000","1000","1000","988","1000","1000",
"UK","South East","M","15","R","176","29","179","3","Rail","60","0.34","35","Cricket","718","407","104","687","1000","1000",
"UK","West Midlands","M","13","R","166","24","149","1","Walk","6","0.31","48","Football/Soccer","1000","0","0","406","0","0",
"UK","East Midlands","M","13","L","158","34","163","1","Cycle","10","0.31","42","Cricket","500","500","500","500","590","609",
"UK","North East","M","11","R","139","22","132","1","Walk","10","0.31","59","Football/Soccer","258","145","272","274","1000","1000",
"UK","North West","F","12","L","166","24","170","1","Walk","20","0.36","40","Running/Jogging","529","548","744","558","367","432",
"UK","North West","F","13","R","177","24","173","1","Car","5","0.36","41","Running/Jogging","588","513","297","464","955","952",
"UK","North West","M","16","R","180","24","150","2","Car","5","1.73","30","Football/Soccer","569","590","407","617","852","873",
"UK","martinique","M","18","R","183","30","211","2","Bus","60","0","58","Athletics","1000","625","631","628","1000","1000",
"UK","East Midlands","F","12","L","151","22","151","1","Walk","25","0.28","34","Swimming","848","922","596","685","408","417",
"UK","South","F","13","R","161","23","158","2","Walk","20","0.73","34","Other activities/sports","0","500","500","500","500","500",
"UK","North West","F","14","R","137","25","154","2","Bus","10","0.31","74","Dancing","1000","172","1000","979","1000","1000",
"UK","East","M","13","R","155","25","150","1","Cycle","15","0.37","38","Football/Soccer","1000","1000","1000","1000","500","500",
"UK","Home Counties","F","14","R","153","22","158","3","Car","10","0","48","Hockey (Field)","472","893","1000","1000","1000","1000",
"UK","East","F","12","R","151","23","153","1","Bus","55","0.62","40","Dancing","387","461","566","517","772","772",
"UK","East Midlands","M","12","R","154","25","152","4","Car","13","0.28","66","Cricket","619","565","574","512","168","648",
"UK","East Midlands","M","12","R","143","23","151","1","Walk","10","0.38","34","Football/Soccer","577","638","226","170","414","407",
"UK","West Midlands","M","14","R","176","26","173","1","Car","10","0.41","80","Football/Soccer","749","490","1000","709","781","928",
"UK","South","F","12","R","164","24","160","1","Bus","15","0.43","42","Walking/Hiking","909","926","734","787","577","591",
"UK","North East","M","12","B","163","25","180","1","Bus","40","0.4","35","Cycling","602","405","1000","304","0","483",
"UK","South","F","12","R","151","20","147","2","Bus","30","0.37","72","Other activities/sports","282","179","158","160","741","937",
"UK","North West","M","12","R","152","15","150","2","Car","10","0.36","32","Martial Arts","396","150","98","154","1000","1000",
"UK","East","F","13","R","158","23","158","4","Bus","55","0.51","82","Swimming","1000","1000","863","484","836","1000",
"UK","South","F","14","R","160","25","160","2","Bus","30","0.57","34","None","500","500","500","500","1000","1000",
"UK","North West","M","11","R","153","25","157","1","Car","15","0.37","34","Rugby Union","500","500","500","500","500","500",
"UK","East","M","13","R","164","27","153","2","Bus","50","0.26","73","Golf","1000","1000","435","694","877","1000",
"UK","West Midlands","M","12","R","155","26","155","2","Car","10","0.57","78","Basketball","1000","1000","500","500","500","500",
"UK","North West","F","15","R","156","23","155","1","Walk","15","0.32","33","Hockey (Field)","696","702","499","709","1000","1000",
"UK","East Midlands","F","12","R","161","24","161","1","Car","17","0.4","37","Dancing","461","436","432","535","691","725",
"UK","East Midlands","M","12","R","156","23","146","1","Walk","13","0","38","Football/Soccer","673","1000","1000","1000","631","729",
"UK","Home Counties","F","15","R","168","26","156","1","Bus","20","0.51","54","Athletics","426","445","533","592","1000","1000",
"UK","North West","F","13","R","158","21","149","2","Bus","40","0.36","37","Swimming","429","806","315","0","1000","1000",
"UK","North West","M","15","R","171","21","169","2","Walk","9","0.45","50","Swimming","1000","1000","1000","1000","680","685",
"UK","South West","F","11","R","142","20","125","1","Walk","10","0.93","55","Dancing","1000","1000","1000","1000","1000","1000",
