name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform
NHL 2005,Sports,2004,Electronic Arts,0.16,77,6.2,EA,E,XB
Dynasty Warriors 8: Xtreme Legends,Action,2013,Tecmo Koei,0.16,68,6.8,Omega Force,T,PS3
James Noir's Hollywood Crimes,Adventure,2011,Ubisoft,0.15,60,6.6,Ubisoft,T,3DS
All-Pro Football 2K8,Sports,2007,Take-Two Interactive,0.15,73,7.3,Visual Concepts,E10+,PS3
Ultimate Spider-Man,Action,2005,Activision,0.15,78,7.7,Vicarious Visions,E10+,DS
Knockout Kings 2003,Sports,2002,Electronic Arts,0.15,78,6.5,EA,T,GC
NCAA Football 2004,Sports,2003,Electronic Arts,0.15,89,7.5,EA,E,GC
The Godfather: Blackhand Edition,Adventure,2007,Electronic Arts,0.15,77,8.5,EA,M,Wii
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.15,56,5.7,Ubisoft,E10+,3DS
Dynasty Warriors 8,Action,2013,Tecmo Koei,0.15,65,7.5,Omega Force,T,X360
NBA Street Homecourt,Sports,2007,Electronic Arts,0.15,81,6.5,EA,E,PS3
Enthusia Professional Racing,Racing,2005,Konami Digital Entertainment,0.15,70,7.6,Konami,E,PS2
DiRT 3,Racing,2011,Codemasters,0.15,86,6.9,Codemasters,T,PC
MLB Power Pros 2008,Sports,2008,Konami Digital Entertainment,0.15,67,8.5,Konami,E,PS2
NBA 09: The Inside,Sports,2008,Sony Computer Entertainment,0.15,63,5.1,EA,E,PS3
Prince of Persia: The Sands of Time,Action,2003,Ubisoft,0.15,75,8.8,Ubisoft,T,GBA
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.15,57,6.3,Ubisoft,E10+,DS
Super Monkey Ball Adventure,Platform,2006,Other,0.15,51,7.2,TT Games,E,GC
FIFA Soccer 2002,Sports,2001,Electronic Arts,0.15,81,6.4,EA,E,PS
Street Fighter Anniversary Collection,Fighting,2004,Capcom,0.15,79,6.4,Capcom,T,XB
FIFA 06: Road to FIFA World Cup,Sports,2005,Electronic Arts,0.15,62,6,EA,E,X360
F1 2001,Racing,2001,Electronic Arts,0.15,83,8.3,EA,E,PS2
Fantastic Four: Rise of the Silver Surfer,Action,2007,Take-Two Interactive,0.15,47,6.2,Visual Concepts,T,PS3
187: Ride or Die,Racing,2005,Ubisoft,0.15,52,6.8,Ubisoft,M,PS2
Ridge Racer DS,Racing,2004,Other,0.15,63,6.7,Namco,E,DS
High Velocity Bowling,Sports,2010,Sony Computer Entertainment,0.15,66,8.1,EA,E10+,PS3
Prince of Persia: The Two Thrones,Action,2005,Ubisoft,0.15,84,8.1,Ubisoft,M,GC
Blazing Angels 2: Secret Missions of WWII,Simulation,2007,Ubisoft,0.15,70,7.2,Ubisoft,T,PS3
Toy Story Racer,Racing,2001,Activision,0.15,76,8.7,Traveller's Tales,E,PS
Disney's Donald Duck: Goin' Quackers,Platform,2000,Ubisoft,0.15,65,7,Ubisoft,E,PS
Crash: Twinsanity,Platform,2004,Other,0.15,66,8.7,Traveller's Tales,E,XB
Arena Football,Sports,2006,Electronic Arts,0.15,65,8.5,EA,E10+,XB
Lego Star Wars: The Force Awakens,Action,2016,Warner Bros. Interactive Entertainment,0.15,74,8,TT Games,E10+,WiiU
Darkstalkers Chronicle: The Chaos Tower,Fighting,2004,Capcom,0.15,74,7.9,Capcom,T,PSP
F1 2012,Racing,2012,Codemasters,0.15,80,6.9,Codemasters,E,PC
Rayman Raving Rabbids,Misc,2007,Ubisoft,0.14,56,6.1,Ubisoft,E,DS
L.A. Rush,Racing,2005,Midway Games,0.14,59,3,Midway,T,XB
Rayman 3,Platform,2003,Ubisoft,0.14,83,7.8,Ubisoft,E,GBA
Mega Man Powered Up,Platform,2006,Capcom,0.14,82,7.5,Capcom,E,PSP
FIFA Soccer 2005,Sports,2004,Electronic Arts,0.14,78,8.5,EA,E,GC
SSX On Tour,Sports,2005,Electronic Arts,0.14,81,8.1,EA,E,XB
NFL Head Coach 09,Sports,2008,Electronic Arts,0.14,64,7.1,EA,E,PS3
Dead to Rights,Shooter,2002,Electronic Arts,0.14,77,8.7,Namco,M,GC
Cranium Kabookii,Misc,2007,Ubisoft,0.14,64,5.4,Ubisoft,E,Wii
Pro Evolution Soccer 2015,Sports,2014,Konami Digital Entertainment,0.14,79,7.3,Konami,E,XOne
Mr. Driller: Drill Spirits,Puzzle,2004,Nintendo,0.14,70,8.9,Namco,E,DS
TRINITY: Souls of Zill O'll,Role-Playing,2010,Other,0.14,55,6.2,Omega Force,T,PS3
Rayman Legends,Platform,2014,Ubisoft,0.14,87,8.4,Ubisoft,E10+,PSV
Dino Crisis 3,Action,2003,Capcom,0.14,51,4.1,Capcom,M,XB
College Hoops 2K8,Sports,2007,Take-Two Interactive,0.14,82,5.2,Visual Concepts,E,PS3
Dynasty Warriors 7: Empires,Action,2012,Other,0.14,63,8,Omega Force,T,PS3
Super Puzzle Fighter II Turbo,Puzzle,1996,Other,0.14,83,7.4,Capcom,E,PS
Blazing Angels 2: Secret Missions of WWII,Simulation,2007,Ubisoft,0.14,72,7.8,Ubisoft,T,X360
Rayman Arena,Racing,2002,Ubisoft,0.14,60,7.2,Ubisoft,E,GC
Create,Action,2010,Electronic Arts,0.14,60,5.8,EA,E,X360
UEFA Euro 2004: Portugal,Sports,2004,Electronic Arts,0.14,76,6.4,EA,E,PS2
NBA Ballers: Chosen One,Sports,2008,Midway Games,0.14,54,6.5,Midway,E,PS3
NCIS,Adventure,2011,Ubisoft,0.14,35,4.7,Ubisoft,T,X360
Tomb Raider: The Prophecy,Action,2002,Ubisoft,0.14,66,8.8,Ubisoft,T,GBA
Castlevania Chronicles,Platform,2001,Konami Digital Entertainment,0.13,69,7,Konami,T,PS
FIFA Street 2,Sports,2006,Electronic Arts,0.13,58,6.9,EA,E,PSP
Need for Speed Underground 2,Racing,2005,Electronic Arts,0.13,65,7,EA,E,DS
Chessmaster,Misc,2004,Ubisoft,0.13,79,9,Ubisoft,E,XB
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.13,28,3.2,Ubisoft,T,DS
NHL 2003,Sports,2002,Electronic Arts,0.13,79,6.3,EA,E,GC
Frogger Beyond,Platform,2002,Konami Digital Entertainment,0.13,60,7.2,Konami,E,GC
MLB Power Pros 2008,Sports,2008,Konami Digital Entertainment,0.13,79,8.7,Konami,E,Wii
Rumble Roses XX,Fighting,2006,Konami Digital Entertainment,0.13,62,6.6,Konami,M,X360
LEGO Legends of Chima: Laval's Journey,Adventure,2013,Warner Bros. Interactive Entertainment,0.13,64,6.6,TT Games,E10+,PSV
NBA 08,Sports,2007,Sony Computer Entertainment,0.13,63,6,EA,E,PS3
F1 2011,Racing,2011,Codemasters,0.13,66,6.2,Codemasters,E,PSV
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.13,76,6.2,EA,E,GC
Watch Dogs,Action,2014,Ubisoft,0.13,62,6.4,Ubisoft,M,WiiU
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,2004,Konami Digital Entertainment,0.13,48,5.6,Konami,T,XB
Tom Clancy's Splinter Cell: Double Agent,Action,2006,Ubisoft,0.13,61,7.4,Ubisoft,M,Wii
Star Wars: Lethal Alliance,Action,2006,Ubisoft,0.13,61,7,Ubisoft,T,PSP
Warriors Orochi 2,Action,2008,Tecmo Koei,0.13,52,8.5,Omega Force,T,PS2
NBA 2K13,Sports,2012,Take-Two Interactive,0.13,85,7,Visual Concepts,E,WiiU
Dynasty Warriors 5 Empires,Action,2006,Tecmo Koei,0.13,61,8.2,Omega Force,T,X360
Mega Man X Collection,Misc,2006,Capcom,0.13,75,9.2,Capcom,E,GC
Smash Court Tennis Pro Tournament 2,Sports,2004,Sony Computer Entertainment,0.13,74,9.1,Namco,E,PS2
Teenage Mutant Ninja Turtles: Arcade Attack,Action,2009,Ubisoft,0.13,36,4.8,Ubisoft,E10+,DS
Mega Man X: Command Mission,Role-Playing,2004,Capcom,0.12,67,7.3,Capcom,E,GC
DiRT Rally,Racing,2016,Codemasters,0.12,86,8,Codemasters,E,XOne
Disney's PK: Out of the Shadows,Platform,2002,Ubisoft,0.12,49,5,Ubisoft,E,PS2
Chessmaster: The Art of Learning,Misc,2008,Ubisoft,0.12,64,8.4,Ubisoft,E,PSP
Neopets Petpet Adventures: The Wand of Wishing,Adventure,2006,Sony Computer Entertainment,0.12,66,7.7,EA,E,PSP
NCIS,Adventure,2011,Ubisoft,0.12,50,4,Ubisoft,T,PS3
Breakdown,Adventure,2004,Electronic Arts,0.12,71,8.2,Namco,M,XB
Academy of Champions: Soccer,Sports,2009,Ubisoft,0.12,64,6.8,Ubisoft,E,Wii
NFL Head Coach,Sports,2006,Electronic Arts,0.12,69,7.1,EA,E,XB
Onimusha: Blade Warriors,Fighting,2003,Capcom,0.12,65,6.9,Capcom,T,PS2
NBA 2K2,Sports,2002,Other,0.12,90,8,Visual Concepts,E,GC
Marvel Avengers: Battle for Earth,Action,2012,Ubisoft,0.12,50,5,Ubisoft,T,WiiU
Tom Clancy's Splinter Cell: Blacklist,Action,2013,Ubisoft,0.12,75,7.8,Ubisoft,M,WiiU
Samurai Warriors 4-II,Action,2015,Tecmo Koei,0.12,73,7.3,Omega Force,T,PS4
Castlevania: Curse of Darkness,Action,2005,Konami Digital Entertainment,0.12,74,7,Konami,M,XB
Battles of Prince of Persia,Strategy,2005,Ubisoft,0.12,64,7.7,Ubisoft,E10+,DS
LEGO Batman 2: DC Super Heroes,Action,2013,Warner Bros. Interactive Entertainment,0.12,77,7.3,TT Games,E10+,WiiU
FIFA 17,Sports,2016,Electronic Arts,0.12,84,4.2,EA,E,PC
FIFA Soccer,Sports,2005,Electronic Arts,0.12,73,7.7,EA,E,PSP
Darkspore,Role-Playing,2011,Electronic Arts,0.12,65,6,Maxis,T,PC
Self-Defense Training Camp,Sports,2011,Ubisoft,0.12,21,5,Ubisoft,T,X360
NASCAR 07,Racing,2006,Electronic Arts,0.11,68,8.9,EA,E,PS2
FIFA Street 2,Sports,2006,Electronic Arts,0.11,63,5.7,EA,E,GC
Fantastic Four: Rise of the Silver Surfer,Action,2007,Take-Two Interactive,0.11,45,5.4,Visual Concepts,T,X360
NFL Head Coach 09,Sports,2008,Electronic Arts,0.11,67,8.4,EA,E,X360
Mega Man Battle Chip Challenge,Misc,2003,Capcom,0.11,54,8.3,Capcom,E,GBA
Ring of Red,Strategy,2000,Konami Digital Entertainment,0.11,82,8.7,Konami,T,PS2
MLB 13: The Show,Sports,2013,Sony Computer Entertainment,0.11,75,7.5,EA,E,PSV
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.11,67,7.7,Ubisoft,T,XB
Zubo,Misc,2008,Electronic Arts,0.11,75,7.6,EA,E10+,DS
TMNT,Action,2007,Ubisoft,0.11,37,4.1,Ubisoft,E10+,PSP
Sabrina The Teenage Witch: Potion Commotion,Action,2002,Ubisoft,0.11,63,2.8,Ubisoft,E,GBA
MLB Power Pros,Sports,2007,Konami Digital Entertainment,0.11,80,8.8,Konami,E,PS2
GoldenEye: Rogue Agent,Shooter,2005,Electronic Arts,0.11,58,7.5,EA,T,DS
Capcom vs. SNK 2 EO,Fighting,2002,Capcom,0.11,68,8.9,Capcom,T,GC
Open Season,Platform,2006,Ubisoft,0.11,59,7.3,Ubisoft,E10+,X360
Call of Juarez: The Cartel,Shooter,2011,Ubisoft,0.11,51,3.3,Ubisoft,M,PC
FIFA Soccer 06,Sports,2005,Electronic Arts,0.11,77,7.7,EA,E,PSP
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.11,68,5.3,Ubisoft,E,Wii
Mortal Kombat: Deception,Fighting,2005,Midway Games,0.11,77,8.9,Midway,M,GC
Bionicle Heroes,Shooter,2006,Other,0.11,51,5.2,Traveller's Tales,E10+,GC
Ninja Assault,Shooter,2002,Other,0.11,60,5.3,Namco,T,PS2
Samurai Warriors 4,Action,2014,Tecmo Koei,0.11,76,8.6,Omega Force,T,PSV
NBA Live 16,Sports,2015,Electronic Arts,0.11,60,5.6,EA,E,XOne
Pro Evolution Soccer 2016,Sports,2015,Konami Digital Entertainment,0.11,85,6.2,Konami,E,XOne
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.11,82,4.8,EA,E,GC
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.11,72,7.3,EA,E,PSP
MLB 14: The Show,Sports,2014,Other,0.11,68,7,EA,E,PSV
Tom Clancy's Splinter Cell: Conviction,Action,2010,Ubisoft,0.11,83,5.2,Ubisoft,M,PC
Dead to Rights II,Shooter,2005,Electronic Arts,0.11,54,7.4,Namco,M,XB
Rocky Balboa,Sports,2007,Ubisoft,0.1,58,6.6,Ubisoft,T,PSP
Gravity Games Bike: Street Vert Dirt,Sports,2002,Midway Games,0.1,24,4.1,Midway,T,PS2
Family Feud: 2012 Edition,Misc,2011,Ubisoft,0.1,47,5.3,Ubisoft,E10+,X360
F1 Career Challenge,Racing,2003,Electronic Arts,0.1,70,7.7,EA,E,PS2
Pro Evolution Soccer 2014,Action,2013,Konami Digital Entertainment,0.1,74,4.4,Konami,E,PC
Tom Clancy's Splinter Cell: Chaos Theory,Action,2005,Ubisoft,0.1,81,8.5,Ubisoft,M,GC
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.1,66,6,Ubisoft,E,PS3
Death By Degrees,Action,2005,Sony Computer Entertainment,0.1,51,6.2,Namco,M,PS2
Colin McRae Rally 04,Racing,2004,Codemasters,0.1,84,8.1,Codemasters,E,XB
FIFA Street,Sports,2005,Electronic Arts,0.1,60,8,EA,E,XB
The Sims 4: City Living,Simulation,2016,Electronic Arts,0.1,77,5.7,Maxis,T,PC
Blitz: The League II,Sports,2008,Midway Games,0.1,68,7.2,Midway,M,X360
Capcom vs. SNK 2 EO,Fighting,2003,Capcom,0.1,80,8.7,Capcom,T,XB
E·O·E: Eve of Extinction,Fighting,2002,Other,0.1,57,7.2,Yuke's,T,PS2
NHL 2004,Sports,2003,Electronic Arts,0.1,85,8.4,EA,E,GC
Surf's Up,Sports,2007,Ubisoft,0.1,61,6.1,Ubisoft,E10+,X360
NFL Tour,Sports,2008,Electronic Arts,0.1,49,3.1,EA,E,X360
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.1,37,4.1,EA,T,PC
Resident Evil: Revelations 2,Action,2015,Capcom,0.1,75,7.5,Capcom,M,XOne
Tom Clancy's Splinter Cell,Action,2003,Ubisoft,0.1,77,8.6,Ubisoft,T,GBA
Silent Scope Complete,Shooter,2004,Konami Digital Entertainment,0.1,69,7.4,Konami,M,XB
Samurai Warriors 4: Empires,Action,2015,Tecmo Koei,0.1,71,6.5,Omega Force,T,PS4
Steel Battalion,Simulation,2002,Other,0.1,83,8.5,Capcom,T,XB
Power Stone Collection,Action,2006,Capcom,0.1,74,6.8,Capcom,T,PSP
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.09,80,6.2,Capcom,T,PS3
Brain Age: Concentration Training,Puzzle,2012,Nintendo,0.09,71,7.9,Nintendo,E,3DS
Bladestorm: The Hundred Years' War,Action,2007,Tecmo Koei,0.09,63,6.8,Omega Force,T,X360
NCAA March Madness 08,Sports,2007,Electronic Arts,0.09,67,3.8,EA,E,PS3
Driver: Renegade,Racing,2011,Ubisoft,0.09,48,5,Ubisoft,M,3DS
Shadow of Destiny,Adventure,2009,Konami Digital Entertainment,0.09,54,8.2,Konami,T,PSP
Michael Jackson: The Experience,Misc,2011,Ubisoft,0.09,57,5.8,Ubisoft,E10+,PSV
Arslan: The Warriors of Legend,Action,2015,Tecmo Koei,0.09,69,6.6,Omega Force,T,PS4
GRID Autosport,Racing,2014,Codemasters,0.09,75,6,Codemasters,E,X360
Henry Hatsworth in the Puzzling Adventure,Puzzle,2009,Electronic Arts,0.09,82,8,EA,E,DS
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,2005,Other,0.09,65,7.3,Capcom,E10+,XB
XIII,Shooter,2003,Ubisoft,0.09,73,7.7,Ubisoft,M,GC
The Sims 2: Apartment Life,Simulation,2008,Electronic Arts,0.09,75,7.7,EA,T,PC
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.09,62,6.5,Ubisoft,E,X360
NCAA Football 08,Sports,2007,Electronic Arts,0.08,82,8.1,EA,E,XB
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.08,34,6.5,EA,E10+,DS
Onimusha Tactics,Strategy,2003,Capcom,0.08,64,8.7,Capcom,T,GBA
TOCA Race Driver 3,Racing,2006,Codemasters,0.08,82,7.2,Codemasters,E10+,PS2
FIFA Street 2,Sports,2006,Electronic Arts,0.08,63,7.1,EA,E,XB
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.08,69,6.8,Ubisoft,T,XB
Strider 2,Platform,2000,Other,0.08,69,8.1,Capcom,E,PS
Pro Evolution Soccer 2013,Sports,2012,Konami Digital Entertainment,0.08,80,6.9,Konami,E,PC
FIFA Soccer 2005,Sports,2004,Electronic Arts,0.08,75,7.8,EA,E,GBA
NHL 06,Sports,2005,Electronic Arts,0.08,78,9.3,EA,E10+,GC
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,2004,Ubisoft,0.08,78,8,Ubisoft,T,GC
FIFA Soccer 2003,Sports,2002,Electronic Arts,0.08,86,7.8,EA,E,GC
Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.08,74,5.9,Visual Concepts,E,PC
Warriors Orochi 3 Hyper,Action,2012,Tecmo Koei,0.08,64,7.4,Omega Force,T,WiiU
NBA 10: The Inside,Sports,2009,Sony Computer Entertainment,0.08,69,3,EA,E,PSP
Resident Evil 6,Shooter,2016,Capcom,0.08,60,6.7,Capcom,M,PS4
Assassin's Creed: Rogue,Action,2015,Ubisoft,0.08,74,7.5,Ubisoft,M,PC
Far Cry Vengeance,Shooter,2006,Ubisoft,0.08,38,5.3,Ubisoft,M,Wii
Super Monkey Ball Adventure,Platform,2006,Other,0.08,56,5.9,TT Games,E,PSP
Assassin's Creed The Ezio Collection,Action,2016,Ubisoft,0.08,74,7.6,Ubisoft,M,XOne
Samurai Warriors 2,Action,2006,Tecmo Koei,0.08,52,8.7,Omega Force,T,X360
Silent Hunter III,Simulation,2005,Ubisoft,0.08,90,7.9,Ubisoft,T,PC
NHL Hitz 20-03,Sports,2002,Midway Games,0.08,82,8.4,Midway,E,GC
Urban Reign,Action,2005,Other,0.08,60,8.2,Namco,T,PS2
Resident Evil 3: Nemesis,Action,2003,Capcom,0.08,62,8.3,Capcom,M,GC
Samurai Warriors Chronicles 3,Action,2014,Tecmo Koei,0.08,63,6.1,Omega Force,T,3DS
Madden NFL 08,Sports,2007,Electronic Arts,0.08,75,7,EA,E,GC
Need For Speed: Undercover,Racing,2008,Electronic Arts,0.08,65,4.9,EA,T,PC
Elebits: The Adventures of Kai and Zero,Adventure,2008,Konami Digital Entertainment,0.08,75,8.3,Konami,E,DS
Far Cry Instincts Evolution,Shooter,2006,Ubisoft,0.08,78,6.3,Ubisoft,M,XB
Cosmic Family,Misc,2007,Ubisoft,0.08,54,5.7,Ubisoft,E,Wii
Dynasty Warriors 3,Action,2002,Other,0.08,70,8.9,Omega Force,T,XB
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.07,75,7.9,Ubisoft,E,XB
Superman Returns,Action,2006,Electronic Arts,0.07,33,4.9,EA,E,DS
Super Ghouls 'n Ghosts,Platform,2002,Capcom,0.07,78,8.8,Capcom,E,GBA
Need for Speed Underground 2,Racing,2004,Electronic Arts,0.07,82,8.5,EA,T,PC
The Lord of the Rings: The Battle for Middle-Earth,Strategy,2004,Electronic Arts,0.07,82,8.6,EA,T,PC
Tom Clancy's Ghost Recon 2,Shooter,2005,Ubisoft,0.07,54,1.4,Ubisoft,T,GC
Haunting Ground,Action,2005,Capcom,0.07,67,8.8,Capcom,M,PS2
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.07,67,4.9,Codemasters,M,PC
Child of Light,Role-Playing,2014,Ubisoft,0.07,83,7.8,Ubisoft,E10+,PSV
Samurai Warriors,Action,2004,Tecmo Koei,0.07,71,9,Omega Force,T,XB
FIFA Soccer 2004,Sports,2003,Electronic Arts,0.07,83,6.2,EA,E,GC
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.07,77,8.3,Ubisoft,E,GC
Open Season,Platform,2006,Ubisoft,0.07,49,5.6,Ubisoft,E10+,Wii
BeatMania,Simulation,2006,Konami Digital Entertainment,0.07,67,8.9,Konami,E10+,PS2
Bionicle Heroes,Shooter,2006,Other,0.07,59,5.9,Traveller's Tales,E10+,X360
The Sims 2: Seasons,Simulation,2007,Electronic Arts,0.07,78,7.3,Maxis,T,PC
Eagle Flight,Adventure,2016,Ubisoft,0.07,72,7.8,Ubisoft,E10+,PS4
Dragon Valor,Role-Playing,1999,Sony Computer Entertainment,0.07,57,8.3,Namco,T,PS
NHL 2005,Sports,2004,Electronic Arts,0.07,75,5.6,EA,E,GC
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.07,79,6.2,Capcom,T,X360
RedCard 20-03,Sports,2002,Midway Games,0.07,73,9,Midway,E,PS2
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.07,63,6.8,Ubisoft,E,GBA
Resident Evil 5,Action,2009,Capcom,0.07,86,7.1,Capcom,M,PC
Prince of Persia: The Fallen King,Action,2008,Ubisoft,0.07,64,6,Ubisoft,E,DS
187: Ride or Die,Racing,2005,Ubisoft,0.06,51,6.9,Ubisoft,M,XB
GRID 2,Racing,2013,Codemasters,0.06,80,5.7,Codemasters,E,PC
Samurai Warriors Chronicles 3,Action,2014,Tecmo Koei,0.06,70,7.9,Omega Force,T,PSV
F1 2001,Racing,2001,Electronic Arts,0.06,83,5.5,EA,E,XB
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.06,74,4.4,EA,T,PC
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,2004,Ubisoft,0.06,68,6.2,Ubisoft,T,GBA
NHL 2K9,Sports,2008,Take-Two Interactive,0.06,65,5.4,Visual Concepts,E10+,Wii
Jurassic Park III: Park Builder,Simulation,2001,Konami Digital Entertainment,0.06,65,8,Konami,E,GBA
The LEGO Movie Videogame,Action,2014,Warner Bros. Interactive Entertainment,0.06,68,6.8,TT Games,E10+,PC
LEGO Batman: The Videogame,Action,2008,Warner Bros. Interactive Entertainment,0.06,80,7.8,Traveller's Tales,E10+,PC
Theme Park,Simulation,2007,Electronic Arts,0.06,72,7.6,EA,E,DS
Create,Action,2010,Electronic Arts,0.06,54,6.8,EA,E,PC
Mobile Suit Gundam: Gundam vs. Zeta Gundam,Shooter,2004,Other,0.06,57,8.6,Capcom,T,PS2
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,2005,Konami Digital Entertainment,0.06,58,7,Konami,E,DS
Tom Clancy's Ghost Recon: Advanced Warfighter,Shooter,2006,Ubisoft,0.06,44,4.6,Ubisoft,T,PS2
Resident Evil 2,Action,2003,Capcom,0.06,59,8.5,Capcom,M,GC
Catwoman,Action,2004,Electronic Arts,0.06,45,4.6,EA,T,XB
Warriors Orochi 2,Action,2008,Tecmo Koei,0.06,44,8.1,Omega Force,T,X360
Street Fighter V,Fighting,2016,Capcom,0.06,74,2.9,Capcom,T,PC
Tom Clancy's Splinter Cell: Double Agent,Action,2006,Ubisoft,0.06,64,7.1,Ubisoft,M,GC
The Sims 2: University,Simulation,2005,Electronic Arts,0.06,81,7.8,Maxis,T,PC
NBA Live 07,Sports,2006,Electronic Arts,0.06,69,6.8,EA,E,XB
Tom Clancy's Rainbow Six 3,Shooter,2004,Ubisoft,0.06,68,8.2,Ubisoft,M,GC
Mirror's Edge,Platform,2009,Electronic Arts,0.06,81,8.1,EA,T,PC
Final Fight: Streetwise,Action,2006,Capcom,0.05,43,6.2,Capcom,M,PS2
Dynasty Warriors 5,Action,2005,Tecmo Koei,0.05,66,8,Omega Force,T,XB
UEFA Euro 2004: Portugal,Sports,2004,Electronic Arts,0.05,74,8.1,EA,E,XB
NFL Blitz Pro,Sports,2003,Midway Games,0.05,71,6.6,Midway,E,XB
Medal of Honor: Airborne,Shooter,2007,Electronic Arts,0.05,78,7.3,EA,T,PC
UEFA Champions League 2006-2007,Sports,2007,Electronic Arts,0.05,72,8.2,EA,E,X360
F1 2015,Racing,2015,Codemasters,0.05,61,3.6,Codemasters,E,PC
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.05,66,3.8,Ubisoft,T,PC
IndyCar Series,Racing,2003,Codemasters,0.05,71,7.8,Codemasters,E,XB
Bladestorm: Nightmare,Action,2015,Tecmo Koei,0.05,48,7.1,Omega Force,T,XOne
Operation Flashpoint: Dragon Rising,Shooter,2009,Codemasters,0.05,76,4.9,Codemasters,M,PC
Rave Master,Fighting,2002,Konami Digital Entertainment,0.05,60,6.3,Konami,T,GC
DiRT 2,Racing,2009,Codemasters,0.05,89,8.2,Codemasters,T,PC
Child of Light,Role-Playing,2014,Ubisoft,0.05,82,8,Ubisoft,E10+,PS4
Dynasty Warriors Vol. 2,Action,2006,Tecmo Koei,0.05,57,8.1,Omega Force,T,PSP
LEGO Indiana Jones 2: The Adventure Continues,Action,2009,Activision,0.05,66,8,Traveller's Tales,E10+,PC
Rugby 06,Sports,2006,Electronic Arts,0.05,70,7.8,EA,E,PS2
2002 FIFA World Cup,Sports,2002,Electronic Arts,0.05,78,7.7,EA,E,GC
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,2006,Electronic Arts,0.05,79,7.5,EA,T,X360
Colin McRae Rally 2005,Racing,2004,Codemasters,0.05,83,7.5,Codemasters,E,XB
Pro Evolution Soccer 2017,Sports,2016,Konami Digital Entertainment,0.05,87,6.1,Konami,E,XOne
FIFA Soccer 10,Sports,2009,Electronic Arts,0.05,72,3.8,EA,E,PC
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.05,72,7.8,Ubisoft,M,GC
The Sims,Simulation,2000,Electronic Arts,0.05,92,7.9,Maxis,T,PC
Silent Hunter: Wolves of the Pacific,Simulation,2007,Ubisoft,0.05,79,6.9,Ubisoft,T,PC
Resident Evil 6,Shooter,2016,Capcom,0.05,63,6.3,Capcom,M,XOne
Disney's Donald Duck: Goin' Quackers,Platform,2002,Ubisoft,0.04,61,3,Ubisoft,E,GC
Pro Evolution Soccer 2016,Sports,2015,Konami Digital Entertainment,0.04,76,4.3,Konami,E,PC
Tom Clancy's HAWX,Action,2009,Ubisoft,0.04,70,7.3,Ubisoft,T,PC
NASCAR 07,Racing,2006,Electronic Arts,0.04,72,7,EA,E,XB
Dance Dance Revolution Disney Mix,Simulation,2000,Konami Digital Entertainment,0.04,74,8.3,Konami,E,PS
Need for Speed: ProStreet,Racing,2007,Electronic Arts,0.04,70,5.9,EA,E10+,PC
Gravity Falls: Legend of the Gnome Gemulets,Action,2015,Ubisoft,0.04,46,5.8,Ubisoft,E,3DS
The Sims Deluxe,Simulation,2002,Electronic Arts,0.04,92,8.2,Maxis,T,PC
LEGO Indiana Jones: The Original Adventures,Action,2008,Other,0.04,78,7.7,Traveller's Tales,E10+,PC
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.04,76,7.7,Maxis,T,PC
Devil May Cry 4,Action,2008,Capcom,0.04,78,8.5,Capcom,M,PC
Samurai Warriors 2: Empires,Action,2007,Tecmo Koei,0.04,53,8.5,Omega Force,T,X360
Fisherman's Challenge,Sports,2003,Konami Digital Entertainment,0.04,67,7.5,Konami,E,PS2
Resident Evil: Revelations,Action,2013,Capcom,0.04,77,7,Capcom,M,PC
